,Year,State,County,Deaths
6329,2014.0,CA,Santa Cruz County,55.0
6330,2015.0,CA,Santa Cruz County,38.0
6331,2003.0,NM,Santa Fe County,24.0
6332,2004.0,NM,Santa Fe County,19.0
6333,2005.0,NM,Santa Fe County,18.0
6334,2006.0,NM,Santa Fe County,20.0
6335,2007.0,NM,Santa Fe County,26.0
6336,2008.0,NM,Santa Fe County,38.0
6337,2009.0,NM,Santa Fe County,20.0
6338,2010.0,NM,Santa Fe County,27.0
6339,2011.0,NM,Santa Fe County,36.0
6340,2012.0,NM,Santa Fe County,34.0
6341,2013.0,NM,Santa Fe County,40.0
6342,2014.0,NM,Santa Fe County,37.0
6343,2015.0,NM,Santa Fe County,40.0
6344,2003.0,FL,Santa Rosa County,21.0
6345,2004.0,FL,Santa Rosa County,18.0
6346,2005.0,FL,Santa Rosa County,22.0
6347,2006.0,FL,Santa Rosa County,28.0
6348,2007.0,FL,Santa Rosa County,20.0
6349,2008.0,FL,Santa Rosa County,21.0
6350,2009.0,FL,Santa Rosa County,11.0
6351,2010.0,FL,Santa Rosa County,17.0
6352,2011.0,FL,Santa Rosa County,18.0
6353,2012.0,FL,Santa Rosa County,10.0
6354,2013.0,FL,Santa Rosa County,11.0
6355,2014.0,FL,Santa Rosa County,13.0
6356,2015.0,FL,Santa Rosa County,22.0
6357,2003.0,FL,Sarasota County,62.0
6358,2004.0,FL,Sarasota County,59.0
6359,2005.0,FL,Sarasota County,60.0
6360,2006.0,FL,Sarasota County,89.0
6361,2007.0,FL,Sarasota County,76.0
6362,2008.0,FL,Sarasota County,81.0
6363,2009.0,FL,Sarasota County,75.0
6364,2010.0,FL,Sarasota County,83.0
6365,2011.0,FL,Sarasota County,84.0
6366,2012.0,FL,Sarasota County,71.0
6367,2013.0,FL,Sarasota County,67.0
6368,2014.0,FL,Sarasota County,54.0
6369,2015.0,FL,Sarasota County,96.0
6370,2007.0,NY,Saratoga County,10.0
6371,2008.0,NY,Saratoga County,15.0
6372,2013.0,NY,Saratoga County,11.0
6373,2014.0,NY,Saratoga County,16.0
6374,2015.0,NY,Saratoga County,13.0
6375,2011.0,NE,Sarpy County,12.0
6376,2011.0,WI,Sauk County,10.0
6377,2013.0,WI,Sauk County,10.0
6378,2015.0,WI,Sauk County,12.0
6379,2009.0,NY,Schenectady County,10.0
6380,2015.0,NY,Schenectady County,13.0
6381,2003.0,PA,Schuylkill County,10.0
6382,2004.0,PA,Schuylkill County,22.0
6383,2005.0,PA,Schuylkill County,16.0
6384,2006.0,PA,Schuylkill County,21.0
6385,2007.0,PA,Schuylkill County,21.0
6386,2008.0,PA,Schuylkill County,12.0
6387,2009.0,PA,Schuylkill County,24.0
6388,2010.0,PA,Schuylkill County,23.0
6389,2011.0,PA,Schuylkill County,23.0
6390,2012.0,PA,Schuylkill County,31.0
6391,2013.0,PA,Schuylkill County,18.0
6392,2014.0,PA,Schuylkill County,26.0
6393,2015.0,PA,Schuylkill County,25.0
6394,2004.0,OH,Scioto County,14.0
6395,2005.0,OH,Scioto County,17.0
6396,2006.0,OH,Scioto County,15.0
6397,2007.0,OH,Scioto County,19.0
6398,2008.0,OH,Scioto County,19.0
6399,2009.0,OH,Scioto County,19.0
6400,2010.0,OH,Scioto County,22.0
6401,2011.0,OH,Scioto County,25.0
6402,2012.0,OH,Scioto County,17.0
6403,2013.0,OH,Scioto County,18.0
6404,2014.0,OH,Scioto County,23.0
6405,2015.0,OH,Scioto County,30.0
6406,2006.0,IA,Scott County,11.0
6407,2007.0,IA,Scott County,13.0
6408,2008.0,IA,Scott County,16.0
6409,2009.0,IA,Scott County,13.0
6410,2010.0,IA,Scott County,15.0
6411,2011.0,IA,Scott County,17.0
6412,2012.0,IA,Scott County,22.0
6413,2013.0,IA,Scott County,34.0
6414,2014.0,IA,Scott County,14.0
6415,2015.0,IA,Scott County,29.0
6416,2011.0,IN,Scott County,15.0
6417,2012.0,IN,Scott County,12.0
6418,2012.0,KY,Scott County,10.0
6419,2015.0,KY,Scott County,13.0
6420,2009.0,TN,Scott County,10.0
6421,2007.0,AR,Sebastian County,28.0
6422,2008.0,AR,Sebastian County,16.0
6423,2009.0,AR,Sebastian County,16.0
6424,2010.0,AR,Sebastian County,11.0
6425,2011.0,AR,Sebastian County,15.0
6426,2012.0,AR,Sebastian County,22.0
6427,2014.0,AR,Sebastian County,14.0
6428,2015.0,AR,Sebastian County,15.0
6429,2003.0,KS,Sedgwick County,46.0
6430,2004.0,KS,Sedgwick County,50.0
6431,2005.0,KS,Sedgwick County,83.0
6432,2006.0,KS,Sedgwick County,60.0
6433,2007.0,KS,Sedgwick County,51.0
6434,2008.0,KS,Sedgwick County,48.0
6435,2009.0,KS,Sedgwick County,67.0
6436,2010.0,KS,Sedgwick County,40.0
6437,2011.0,KS,Sedgwick County,45.0
6438,2012.0,KS,Sedgwick County,69.0
6439,2013.0,KS,Sedgwick County,61.0
6440,2014.0,KS,Sedgwick County,74.0
6441,2015.0,KS,Sedgwick County,72.0
6442,2003.0,FL,Seminole County,33.0
6443,2004.0,FL,Seminole County,23.0
6444,2005.0,FL,Seminole County,41.0
6445,2006.0,FL,Seminole County,47.0
6446,2007.0,FL,Seminole County,49.0
6447,2008.0,FL,Seminole County,41.0
6448,2009.0,FL,Seminole County,72.0
6449,2010.0,FL,Seminole County,61.0
6450,2011.0,FL,Seminole County,60.0
6451,2012.0,FL,Seminole County,40.0
6452,2013.0,FL,Seminole County,45.0
6453,2014.0,FL,Seminole County,49.0
6454,2015.0,FL,Seminole County,63.0
6455,2014.0,OH,Seneca County,11.0
6456,2009.0,OK,Sequoyah County,15.0
6457,2010.0,OK,Sequoyah County,11.0
6458,2013.0,OK,Sequoyah County,16.0
6459,2014.0,OK,Sequoyah County,14.0
6460,2004.0,TN,Sevier County,10.0
6461,2005.0,TN,Sevier County,15.0
6462,2007.0,TN,Sevier County,13.0
6463,2009.0,TN,Sevier County,14.0
6464,2010.0,TN,Sevier County,23.0
6465,2011.0,TN,Sevier County,13.0
6466,2012.0,TN,Sevier County,13.0
6467,2013.0,TN,Sevier County,13.0
6468,2014.0,TN,Sevier County,14.0
6469,2015.0,TN,Sevier County,25.0
6470,2003.0,CA,Shasta County,31.0
6471,2004.0,CA,Shasta County,35.0
6472,2005.0,CA,Shasta County,33.0
6473,2006.0,CA,Shasta County,33.0
6474,2007.0,CA,Shasta County,35.0
6475,2008.0,CA,Shasta County,49.0
6476,2009.0,CA,Shasta County,50.0
6477,2010.0,CA,Shasta County,43.0
6478,2011.0,CA,Shasta County,46.0
6479,2012.0,CA,Shasta County,42.0
6480,2013.0,CA,Shasta County,42.0
6481,2014.0,CA,Shasta County,33.0
6482,2015.0,CA,Shasta County,22.0
6483,2004.0,KS,Shawnee County,13.0
6484,2005.0,KS,Shawnee County,11.0
6485,2006.0,KS,Shawnee County,13.0
6486,2008.0,KS,Shawnee County,14.0
6487,2009.0,KS,Shawnee County,24.0
6488,2010.0,KS,Shawnee County,19.0
6489,2011.0,KS,Shawnee County,18.0
6490,2012.0,KS,Shawnee County,13.0
6491,2014.0,KS,Shawnee County,17.0
6492,2015.0,KS,Shawnee County,19.0
6493,2015.0,WI,Sheboygan County,14.0
6494,2006.0,AL,Shelby County,17.0
6495,2007.0,AL,Shelby County,26.0
6496,2008.0,AL,Shelby County,34.0
6497,2009.0,AL,Shelby County,28.0
6498,2010.0,AL,Shelby County,15.0
6499,2011.0,AL,Shelby County,25.0
6500,2012.0,AL,Shelby County,34.0
6501,2013.0,AL,Shelby County,27.0
6502,2014.0,AL,Shelby County,37.0
6503,2015.0,AL,Shelby County,38.0
6504,2007.0,IN,Shelby County,13.0
6505,2015.0,KY,Shelby County,14.0
6506,2008.0,OH,Shelby County,12.0
6507,2003.0,TN,Shelby County,37.0
6508,2004.0,TN,Shelby County,57.0
6509,2005.0,TN,Shelby County,103.0
6510,2006.0,TN,Shelby County,102.0
6511,2007.0,TN,Shelby County,102.0
6512,2008.0,TN,Shelby County,102.0
6513,2009.0,TN,Shelby County,122.0
6514,2010.0,TN,Shelby County,131.0
6515,2011.0,TN,Shelby County,93.0
6516,2012.0,TN,Shelby County,118.0
6517,2013.0,TN,Shelby County,132.0
6518,2014.0,TN,Shelby County,138.0
6519,2015.0,TN,Shelby County,194.0
6520,2015.0,VA,Shenandoah County,11.0
6521,2014.0,MN,Sherburne County,10.0
6522,2007.0,MI,Shiawassee County,14.0
6523,2008.0,MI,Shiawassee County,14.0
6524,2009.0,MI,Shiawassee County,14.0
6525,2010.0,MI,Shiawassee County,15.0
6526,2011.0,MI,Shiawassee County,12.0
6527,2009.0,MT,Silver Bow County,11.0
6528,2010.0,CA,Siskiyou County,13.0
6529,2011.0,CA,Siskiyou County,12.0
6530,2015.0,CA,Siskiyou County,13.0
6531,2003.0,WA,Skagit County,12.0
6532,2004.0,WA,Skagit County,13.0
6533,2005.0,WA,Skagit County,15.0
6534,2006.0,WA,Skagit County,16.0
6535,2007.0,WA,Skagit County,12.0
6536,2008.0,WA,Skagit County,10.0
6537,2009.0,WA,Skagit County,20.0
6538,2010.0,WA,Skagit County,16.0
6539,2011.0,WA,Skagit County,15.0
6540,2012.0,WA,Skagit County,17.0
6541,2013.0,WA,Skagit County,23.0
6542,2014.0,WA,Skagit County,10.0
6543,2015.0,WA,Skagit County,18.0
6544,2004.0,TX,Smith County,15.0
6545,2006.0,TX,Smith County,23.0
6546,2007.0,TX,Smith County,18.0
6547,2008.0,TX,Smith County,19.0
6548,2009.0,TX,Smith County,27.0
6549,2010.0,TX,Smith County,17.0
6550,2011.0,TX,Smith County,20.0
6551,2012.0,TX,Smith County,16.0
6552,2013.0,TX,Smith County,17.0
6553,2014.0,TX,Smith County,17.0
6554,2015.0,TX,Smith County,19.0
6555,2003.0,WA,Snohomish County,76.0
6556,2004.0,WA,Snohomish County,100.0
6557,2005.0,WA,Snohomish County,94.0
6558,2006.0,WA,Snohomish County,97.0
6559,2007.0,WA,Snohomish County,107.0
6560,2008.0,WA,Snohomish County,109.0
6561,2009.0,WA,Snohomish County,125.0
6562,2010.0,WA,Snohomish County,108.0
6563,2011.0,WA,Snohomish County,168.0
6564,2012.0,WA,Snohomish County,131.0
6565,2013.0,WA,Snohomish County,126.0
6566,2014.0,WA,Snohomish County,124.0
6567,2015.0,WA,Snohomish County,127.0
6568,2003.0,CA,Solano County,29.0
6569,2004.0,CA,Solano County,18.0
6570,2005.0,CA,Solano County,30.0
6571,2006.0,CA,Solano County,28.0
6572,2007.0,CA,Solano County,27.0
6573,2008.0,CA,Solano County,32.0
6574,2009.0,CA,Solano County,31.0
6575,2010.0,CA,Solano County,45.0
6576,2011.0,CA,Solano County,57.0
6577,2012.0,CA,Solano County,24.0
6578,2013.0,CA,Solano County,45.0
6579,2014.0,CA,Solano County,66.0
6580,2015.0,CA,Solano County,49.0
6581,2003.0,NJ,Somerset County,18.0
6582,2005.0,NJ,Somerset County,17.0
6583,2006.0,NJ,Somerset County,16.0
6584,2007.0,NJ,Somerset County,12.0
6585,2010.0,NJ,Somerset County,13.0
6586,2011.0,NJ,Somerset County,23.0
6587,2012.0,NJ,Somerset County,19.0
6588,2013.0,NJ,Somerset County,34.0
6589,2014.0,NJ,Somerset County,26.0
6590,2015.0,NJ,Somerset County,30.0
6591,2003.0,PA,Somerset County,10.0
6592,2009.0,PA,Somerset County,10.0
6593,2010.0,PA,Somerset County,12.0
6594,2012.0,PA,Somerset County,13.0
6595,2013.0,PA,Somerset County,10.0
6596,2014.0,PA,Somerset County,17.0
6597,2015.0,PA,Somerset County,19.0
6598,2003.0,CA,Sonoma County,42.0
6599,2004.0,CA,Sonoma County,48.0
6600,2005.0,CA,Sonoma County,51.0
6601,2006.0,CA,Sonoma County,37.0
6602,2007.0,CA,Sonoma County,53.0
6603,2008.0,CA,Sonoma County,72.0
6604,2009.0,CA,Sonoma County,53.0
6605,2010.0,CA,Sonoma County,76.0
6606,2011.0,CA,Sonoma County,49.0
6607,2012.0,CA,Sonoma County,55.0
6608,2013.0,CA,Sonoma County,31.0
6609,2014.0,CA,Sonoma County,73.0
6610,2015.0,CA,Sonoma County,71.0
6611,2004.0,GA,Spalding County,11.0
6612,2012.0,GA,Spalding County,15.0
6613,2015.0,GA,Spalding County,14.0
6614,2003.0,SC,Spartanburg County,21.0
6615,2004.0,SC,Spartanburg County,38.0
6616,2005.0,SC,Spartanburg County,44.0
6617,2006.0,SC,Spartanburg County,55.0
6618,2007.0,SC,Spartanburg County,35.0
6619,2008.0,SC,Spartanburg County,61.0
6620,2009.0,SC,Spartanburg County,69.0
6621,2010.0,SC,Spartanburg County,46.0
6622,2011.0,SC,Spartanburg County,58.0
6623,2012.0,SC,Spartanburg County,29.0
6624,2013.0,SC,Spartanburg County,35.0
6625,2014.0,SC,Spartanburg County,42.0
6626,2015.0,SC,Spartanburg County,51.0
6627,2003.0,WA,Spokane County,74.0
6628,2004.0,WA,Spokane County,78.0
6629,2005.0,WA,Spokane County,91.0
6630,2006.0,WA,Spokane County,99.0
6631,2007.0,WA,Spokane County,104.0
6632,2008.0,WA,Spokane County,126.0
6633,2009.0,WA,Spokane County,74.0
6634,2010.0,WA,Spokane County,75.0
6635,2011.0,WA,Spokane County,73.0
6636,2012.0,WA,Spokane County,84.0
6637,2013.0,WA,Spokane County,63.0
6638,2014.0,WA,Spokane County,50.0
6639,2015.0,WA,Spokane County,92.0
6640,2011.0,VA,Spotsylvania County,12.0
6641,2012.0,VA,Spotsylvania County,11.0
6642,2013.0,VA,Spotsylvania County,12.0
6643,2014.0,VA,Spotsylvania County,11.0
6644,2015.0,VA,Spotsylvania County,20.0
6645,2003.0,LA,St. Bernard Parish,29.0
6646,2004.0,LA,St. Bernard Parish,17.0
6647,2005.0,LA,St. Bernard Parish,16.0
6648,2008.0,LA,St. Bernard Parish,13.0
6649,2013.0,LA,St. Bernard Parish,15.0
6650,2003.0,MO,St. Charles County,12.0
6651,2004.0,MO,St. Charles County,18.0
6652,2005.0,MO,St. Charles County,25.0
6653,2006.0,MO,St. Charles County,34.0
6654,2007.0,MO,St. Charles County,24.0
6655,2008.0,MO,St. Charles County,25.0
6656,2009.0,MO,St. Charles County,26.0
6657,2010.0,MO,St. Charles County,43.0
6658,2011.0,MO,St. Charles County,49.0
6659,2012.0,MO,St. Charles County,37.0
6660,2013.0,MO,St. Charles County,43.0
6661,2014.0,MO,St. Charles County,54.0
6662,2015.0,MO,St. Charles County,63.0
6663,2004.0,LA,St. Charles Parish,12.0
6664,2006.0,LA,St. Charles Parish,11.0
6665,2007.0,LA,St. Charles Parish,11.0
6666,2013.0,LA,St. Charles Parish,14.0
6667,2015.0,LA,St. Charles Parish,13.0
6668,2007.0,AL,St. Clair County,10.0
6669,2009.0,AL,St. Clair County,11.0
6670,2010.0,AL,St. Clair County,14.0
6671,2011.0,AL,St. Clair County,14.0
6672,2013.0,AL,St. Clair County,17.0
6673,2014.0,AL,St. Clair County,21.0
6674,2015.0,AL,St. Clair County,15.0
6675,2004.0,IL,St. Clair County,13.0
6676,2006.0,IL,St. Clair County,17.0
6677,2007.0,IL,St. Clair County,15.0
6678,2008.0,IL,St. Clair County,27.0
6679,2009.0,IL,St. Clair County,29.0
6680,2010.0,IL,St. Clair County,24.0
6681,2011.0,IL,St. Clair County,32.0
6682,2012.0,IL,St. Clair County,43.0
6683,2013.0,IL,St. Clair County,33.0
6684,2014.0,IL,St. Clair County,44.0
6685,2015.0,IL,St. Clair County,34.0
6686,2003.0,MI,St. Clair County,11.0
6687,2005.0,MI,St. Clair County,15.0
6688,2006.0,MI,St. Clair County,16.0
6689,2007.0,MI,St. Clair County,16.0
6690,2008.0,MI,St. Clair County,22.0
6691,2009.0,MI,St. Clair County,35.0
6692,2010.0,MI,St. Clair County,34.0
6693,2011.0,MI,St. Clair County,27.0
6694,2012.0,MI,St. Clair County,22.0
6695,2013.0,MI,St. Clair County,35.0
6696,2014.0,MI,St. Clair County,36.0
6697,2015.0,MI,St. Clair County,30.0
6698,2003.0,MO,St. Francois County,12.0
6699,2004.0,MO,St. Francois County,18.0
6700,2005.0,MO,St. Francois County,19.0
6701,2006.0,MO,St. Francois County,16.0
6702,2008.0,MO,St. Francois County,10.0
6703,2009.0,MO,St. Francois County,21.0
6704,2010.0,MO,St. Francois County,12.0
6705,2011.0,MO,St. Francois County,16.0
6706,2012.0,MO,St. Francois County,25.0
6707,2013.0,MO,St. Francois County,21.0
6708,2014.0,MO,St. Francois County,28.0
6709,2015.0,MO,St. Francois County,17.0
6710,2010.0,LA,St. John the Baptist Parish,10.0
6711,2004.0,FL,St. Johns County,10.0
6712,2006.0,FL,St. Johns County,11.0
6713,2007.0,FL,St. Johns County,13.0
6714,2009.0,FL,St. Johns County,11.0
6715,2010.0,FL,St. Johns County,15.0
6716,2011.0,FL,St. Johns County,19.0
6717,2012.0,FL,St. Johns County,13.0
6718,2013.0,FL,St. Johns County,11.0
6719,2014.0,FL,St. Johns County,17.0
6720,2015.0,FL,St. Johns County,17.0
6721,2004.0,IN,St. Joseph County,15.0
6722,2005.0,IN,St. Joseph County,19.0
6723,2006.0,IN,St. Joseph County,14.0
6724,2007.0,IN,St. Joseph County,23.0
6725,2008.0,IN,St. Joseph County,15.0
6726,2009.0,IN,St. Joseph County,20.0
6727,2010.0,IN,St. Joseph County,21.0
6728,2011.0,IN,St. Joseph County,33.0
6729,2012.0,IN,St. Joseph County,26.0
6730,2013.0,IN,St. Joseph County,33.0
6731,2014.0,IN,St. Joseph County,31.0
6732,2015.0,IN,St. Joseph County,51.0
6733,2003.0,LA,St. Landry Parish,10.0
6734,2005.0,LA,St. Landry Parish,23.0
6735,2006.0,LA,St. Landry Parish,22.0
6736,2007.0,LA,St. Landry Parish,14.0
6737,2008.0,LA,St. Landry Parish,16.0
6738,2015.0,LA,St. Landry Parish,10.0
6739,2015.0,NY,St. Lawrence County,12.0
6740,2003.0,MN,St. Louis County,15.0
6741,2007.0,MN,St. Louis County,11.0
6742,2009.0,MN,St. Louis County,24.0
6743,2010.0,MN,St. Louis County,16.0
6744,2011.0,MN,St. Louis County,14.0
6745,2012.0,MN,St. Louis County,16.0
6746,2013.0,MN,St. Louis County,20.0
6747,2014.0,MN,St. Louis County,30.0
6748,2015.0,MN,St. Louis County,30.0
6749,2003.0,MO,St. Louis County,70.0
6750,2004.0,MO,St. Louis County,79.0
6751,2005.0,MO,St. Louis County,84.0
6752,2006.0,MO,St. Louis County,106.0
6753,2007.0,MO,St. Louis County,82.0
6754,2008.0,MO,St. Louis County,103.0
6755,2009.0,MO,St. Louis County,118.0
6756,2010.0,MO,St. Louis County,144.0
6757,2011.0,MO,St. Louis County,161.0
6758,2012.0,MO,St. Louis County,139.0
6759,2013.0,MO,St. Louis County,169.0
6760,2014.0,MO,St. Louis County,189.0
6761,2015.0,MO,St. Louis County,161.0
6762,2003.0,MO,St. Louis city,49.0
6763,2004.0,MO,St. Louis city,42.0
6764,2005.0,MO,St. Louis city,37.0
6765,2006.0,MO,St. Louis city,77.0
6766,2007.0,MO,St. Louis city,50.0
6767,2008.0,MO,St. Louis city,50.0
6768,2009.0,MO,St. Louis city,58.0
6769,2010.0,MO,St. Louis city,64.0
6770,2011.0,MO,St. Louis city,82.0
6771,2012.0,MO,St. Louis city,66.0
6772,2013.0,MO,St. Louis city,85.0
6773,2014.0,MO,St. Louis city,111.0
6774,2015.0,MO,St. Louis city,94.0
6775,2003.0,FL,St. Lucie County,21.0
6776,2004.0,FL,St. Lucie County,27.0
6777,2005.0,FL,St. Lucie County,25.0
6778,2006.0,FL,St. Lucie County,28.0
6779,2007.0,FL,St. Lucie County,46.0
6780,2008.0,FL,St. Lucie County,34.0
6781,2009.0,FL,St. Lucie County,46.0
6782,2010.0,FL,St. Lucie County,43.0
6783,2011.0,FL,St. Lucie County,40.0
6784,2012.0,FL,St. Lucie County,29.0
6785,2013.0,FL,St. Lucie County,33.0
6786,2014.0,FL,St. Lucie County,39.0
6787,2015.0,FL,St. Lucie County,51.0
6788,2008.0,LA,St. Mary Parish,11.0
6789,2009.0,LA,St. Mary Parish,12.0
6790,2008.0,MD,St. Mary's County,11.0
6791,2010.0,MD,St. Mary's County,11.0
6792,2015.0,MD,St. Mary's County,11.0
6793,2003.0,LA,St. Tammany Parish,40.0
6794,2004.0,LA,St. Tammany Parish,44.0
6795,2005.0,LA,St. Tammany Parish,55.0
6796,2006.0,LA,St. Tammany Parish,64.0
6797,2007.0,LA,St. Tammany Parish,63.0
6798,2008.0,LA,St. Tammany Parish,51.0
6799,2009.0,LA,St. Tammany Parish,36.0
6800,2010.0,LA,St. Tammany Parish,42.0
6801,2011.0,LA,St. Tammany Parish,39.0
6802,2012.0,LA,St. Tammany Parish,40.0
6803,2013.0,LA,St. Tammany Parish,66.0
6804,2014.0,LA,St. Tammany Parish,63.0
6805,2015.0,LA,St. Tammany Parish,61.0
6806,2007.0,VA,Stafford County,11.0
6807,2013.0,VA,Stafford County,13.0
6808,2014.0,VA,Stafford County,10.0
6809,2015.0,VA,Stafford County,16.0
6810,2003.0,CA,Stanislaus County,82.0
6811,2004.0,CA,Stanislaus County,88.0
6812,2005.0,CA,Stanislaus County,67.0
6813,2006.0,CA,Stanislaus County,77.0
6814,2007.0,CA,Stanislaus County,80.0
6815,2008.0,CA,Stanislaus County,50.0
6816,2009.0,CA,Stanislaus County,74.0
6817,2010.0,CA,Stanislaus County,83.0
6818,2011.0,CA,Stanislaus County,82.0
6819,2012.0,CA,Stanislaus County,66.0
6820,2013.0,CA,Stanislaus County,69.0
6821,2014.0,CA,Stanislaus County,64.0
6822,2015.0,CA,Stanislaus County,112.0
6823,2007.0,NC,Stanly County,11.0
6824,2010.0,NC,Stanly County,17.0
6825,2011.0,NC,Stanly County,10.0
6826,2012.0,NC,Stanly County,10.0
6827,2013.0,NC,Stanly County,10.0
6828,2015.0,NC,Stanly County,11.0
6829,2003.0,OH,Stark County,10.0
6830,2004.0,OH,Stark County,15.0
6831,2005.0,OH,Stark County,16.0
6832,2006.0,OH,Stark County,25.0
6833,2007.0,OH,Stark County,25.0
6834,2008.0,OH,Stark County,30.0
6835,2009.0,OH,Stark County,16.0
6836,2010.0,OH,Stark County,39.0
6837,2011.0,OH,Stark County,40.0
6838,2012.0,OH,Stark County,36.0
6839,2013.0,OH,Stark County,52.0
6840,2014.0,OH,Stark County,72.0
6841,2015.0,OH,Stark County,75.0
6842,2007.0,IN,Starke County,11.0
6843,2009.0,IN,Starke County,12.0
6844,2009.0,MN,Stearns County,14.0
6845,2011.0,MN,Stearns County,11.0
6846,2013.0,MN,Stearns County,16.0
6847,2014.0,MN,Stearns County,10.0
6848,2015.0,MN,Stearns County,16.0
6849,2012.0,OK,Stephens County,16.0
6850,2007.0,NY,Steuben County,10.0
6851,2014.0,NY,Steuben County,11.0
6852,2006.0,WA,Stevens County,13.0
6853,2008.0,WA,Stevens County,11.0
6854,2008.0,NC,Stokes County,12.0
6855,2011.0,NC,Stokes County,14.0
6856,2015.0,NC,Stokes County,13.0
6857,2003.0,NH,Strafford County,12.0
6858,2004.0,NH,Strafford County,10.0
6859,2005.0,NH,Strafford County,14.0
6860,2006.0,NH,Strafford County,10.0
6861,2007.0,NH,Strafford County,10.0
6862,2009.0,NH,Strafford County,15.0
6863,2010.0,NH,Strafford County,10.0
6864,2011.0,NH,Strafford County,12.0
6865,2012.0,NH,Strafford County,10.0
6866,2013.0,NH,Strafford County,17.0
6867,2014.0,NH,Strafford County,45.0
6868,2015.0,NH,Strafford County,39.0
6869,2003.0,MA,Suffolk County,129.0
6870,2004.0,MA,Suffolk County,94.0
6871,2005.0,MA,Suffolk County,101.0
6872,2006.0,MA,Suffolk County,156.0
6873,2007.0,MA,Suffolk County,137.0
6874,2008.0,MA,Suffolk County,98.0
6875,2009.0,MA,Suffolk County,134.0
6876,2010.0,MA,Suffolk County,93.0
6877,2011.0,MA,Suffolk County,117.0
6878,2012.0,MA,Suffolk County,112.0
6879,2013.0,MA,Suffolk County,143.0
6880,2014.0,MA,Suffolk County,145.0
6881,2015.0,MA,Suffolk County,195.0
6882,2003.0,NY,Suffolk County,22.0
6883,2004.0,NY,Suffolk County,12.0
6884,2005.0,NY,Suffolk County,14.0
6885,2006.0,NY,Suffolk County,157.0
6886,2007.0,NY,Suffolk County,179.0
6887,2008.0,NY,Suffolk County,189.0
6888,2009.0,NY,Suffolk County,161.0
6889,2010.0,NY,Suffolk County,190.0
6890,2011.0,NY,Suffolk County,272.0
6891,2012.0,NY,Suffolk County,287.0
6892,2013.0,NY,Suffolk County,273.0
6893,2014.0,NY,Suffolk County,271.0
6894,2015.0,NY,Suffolk County,290.0
6895,2006.0,NY,Sullivan County,14.0
6896,2007.0,NY,Sullivan County,10.0
6897,2008.0,NY,Sullivan County,14.0
6898,2011.0,NY,Sullivan County,29.0
6899,2012.0,NY,Sullivan County,12.0
6900,2013.0,NY,Sullivan County,17.0
6901,2014.0,NY,Sullivan County,18.0
6902,2015.0,NY,Sullivan County,18.0
6903,2004.0,TN,Sullivan County,26.0
6904,2005.0,TN,Sullivan County,14.0
6905,2006.0,TN,Sullivan County,24.0
6906,2007.0,TN,Sullivan County,27.0
6907,2008.0,TN,Sullivan County,23.0
6908,2009.0,TN,Sullivan County,19.0
6909,2010.0,TN,Sullivan County,19.0
6910,2011.0,TN,Sullivan County,19.0
6911,2012.0,TN,Sullivan County,18.0
6912,2013.0,TN,Sullivan County,23.0
6913,2014.0,TN,Sullivan County,37.0
6914,2015.0,TN,Sullivan County,29.0
6915,2003.0,OH,Summit County,48.0
6916,2004.0,OH,Summit County,59.0
6917,2005.0,OH,Summit County,50.0
6918,2006.0,OH,Summit County,67.0
6919,2007.0,OH,Summit County,77.0
6920,2008.0,OH,Summit County,59.0
6921,2009.0,OH,Summit County,38.0
6922,2010.0,OH,Summit County,96.0
6923,2011.0,OH,Summit County,67.0
6924,2012.0,OH,Summit County,92.0
6925,2013.0,OH,Summit County,96.0
6926,2014.0,OH,Summit County,134.0
6927,2015.0,OH,Summit County,187.0
6928,2003.0,TN,Sumner County,14.0
6929,2005.0,TN,Sumner County,14.0
6930,2006.0,TN,Sumner County,14.0
6931,2008.0,TN,Sumner County,12.0
6932,2009.0,TN,Sumner County,16.0
6933,2010.0,TN,Sumner County,17.0
6934,2011.0,TN,Sumner County,19.0
6935,2012.0,TN,Sumner County,14.0
6936,2013.0,TN,Sumner County,20.0
6937,2014.0,TN,Sumner County,27.0
6938,2015.0,TN,Sumner County,22.0
6939,2015.0,FL,Sumter County,12.0
6940,2005.0,NC,Surry County,12.0
6941,2006.0,NC,Surry County,13.0
6942,2009.0,NC,Surry County,14.0
6943,2010.0,NC,Surry County,16.0
6944,2011.0,NC,Surry County,14.0
6945,2012.0,NC,Surry County,12.0
6946,2014.0,NC,Surry County,13.0
6947,2015.0,NC,Surry County,11.0
6948,2013.0,PA,Susquehanna County,10.0
6949,2014.0,PA,Susquehanna County,16.0
6950,2015.0,PA,Susquehanna County,10.0
6951,2004.0,DE,Sussex County,11.0
6952,2007.0,DE,Sussex County,10.0
6953,2008.0,DE,Sussex County,19.0
6954,2009.0,DE,Sussex County,27.0
6955,2010.0,DE,Sussex County,28.0
6956,2011.0,DE,Sussex County,33.0
6957,2012.0,DE,Sussex County,18.0
6958,2013.0,DE,Sussex County,27.0
6959,2014.0,DE,Sussex County,30.0
6960,2015.0,DE,Sussex County,40.0
6961,2003.0,NJ,Sussex County,13.0
6962,2004.0,NJ,Sussex County,11.0
6963,2006.0,NJ,Sussex County,10.0
6964,2010.0,NJ,Sussex County,18.0
6965,2011.0,NJ,Sussex County,12.0
6966,2012.0,NJ,Sussex County,14.0
6967,2013.0,NJ,Sussex County,15.0
